movie,movie-href,desc,image,director,genre1,genre2,genre3,genre4,cast,hd_link,hd_link-href,download_link,download_link-href,first_link,second_link,third_link,fourth_link,name,year
Harry Potter and the Chamber of Secrets (Part 2) (2003),https://fzmovies.net/movie-Harry%20Potter%20and%20the%20Chamber%20of%20Secrets%20(Part%202)--hmp4.htm,"Harry ignores warnings not to return to Hogwarts, only to find the school plagued by a series of mysterious attacks and a strange voice haunting him.",https://fzmovies.net/files/Hollywood/HARRY_POTTER_CHAMBER_OF_SECRETS/Harry_Potter_and_the_Chamber_of_Secrets_movie.jpg,Chris Columbus,Adventure,Family,Fantasy,Mystery,"Daniel Radcliffe, Rupert Grint, Emma Watson",HARRY POTTER CHAMBER OF SECRETS BluRay.mp4,https://fzmovies.net/download1.php?fileID=302&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=302&section=3,https://server86.fzuploads.com/movies/Hollywood/HARRY_POTTER_CHAMBER_OF_SECRETS/HARRY_POTTER_CHAMBER_OF_SECRETS_BluRay_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/HARRY_POTTER_CHAMBER_OF_SECRETS/HARRY_POTTER_CHAMBER_OF_SECRETS_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/HARRY_POTTER_CHAMBER_OF_SECRETS/HARRY_POTTER_CHAMBER_OF_SECRETS_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/HARRY_POTTER_CHAMBER_OF_SECRETS/HARRY_POTTER_CHAMBER_OF_SECRETS_BluRay_high_(fzmovies.net).mp4,Harry Potter and the Chamber of Secrets (Part 2),2003
The Bourne Legacy (2012),https://fzmovies.net/movie-The%20Bourne%20Legacy--hmp4.htm,"Aaron Cross, a new hero, experiences life-or-death stakes that have been triggered by previous events.",https://fzmovies.net/imdb_images/The.Bourne.Legacy.2012.jpg,Tony Gilroy,Action,Adventure,Mystery,Thriller,"Jeremy Renner, Scott Glenn, Stacy Keach, Edward Norton, Donna Murphy, Michael Chernus, Corey Stoll, Alice Gainer, Prue Lewarne, Howard Leader, James Joseph O'Neil, Rachel Weisz, Tony Guida, Sonnie Brown, Neil Brooks Cunningham, Zeljko Ivanek",The_Bourne_Legacy_BRRip_high.mp4,https://fzmovies.net/download1.php?fileID=2026&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=2026&section=3,https://server86.fzuploads.com/movies/Hollywood/The.Bourne.Legacy.2012/The_Bourne_Legacy_(2012)_BRRip_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/The.Bourne.Legacy.2012/The_Bourne_Legacy_(2012)_BRRip_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/The.Bourne.Legacy.2012/The_Bourne_Legacy_(2012)_BRRip_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/The.Bourne.Legacy.2012/The_Bourne_Legacy_(2012)_BRRip_high_(fzmovies.net).mp4,The Bourne Legacy,2012
Sea of Monsters (2013),https://fzmovies.net/movie-Sea%20of%20Monsters--hmp4.htm,"In this retelling of Rick Riordans book, ""The Sea of Monsters"", Percy Jackson, accompanied by his friends Annabeth Chase, Clarisse La Rue and Tyson, his half brother, goes on a journey to the Sea of Monsters to retrieve the Golden Fleece and save Camp Half-Blood.",https://fzmovies.net/imdb_images/Sea.of.Monsters.2013.jpg,Thor Freudenthal,Adventure,Family,Fantasy,null,"Logan Lerman, Alexandra Daddario, Douglas Smith, Leven Rambin, Brandon T. Jackson, Jake Abel, Anthony Head, Stanley Tucci, Connor Dunn",Sea_of_Monsters_DVDRip_high.mp4,https://fzmovies.net/download1.php?fileID=3902&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=3902&section=3,https://server96.fzuploads.com/movies/Hollywood/Sea.of.Monsters.2013/Sea_of_Monsters_(2013)_DVDRip_high_(fzmovies.net).mp4,https://server86.fzuploads.com/movies/Hollywood/Sea.of.Monsters.2013/Sea_of_Monsters_(2013)_DVDRip_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/Sea.of.Monsters.2013/Sea_of_Monsters_(2013)_DVDRip_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/Sea.of.Monsters.2013/Sea_of_Monsters_(2013)_DVDRip_high_(fzmovies.net).mp4,Sea of Monsters,2013
Shaolin Soccer (2001),https://fzmovies.net/movie-Shaolin%20Soccer--hmp4.htm,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,https://fzmovies.net/files/Hollywood/Shaolin_Soccer/ShaolinSoccer.jpg,Stephen Chow,Action,Comedy,Sport,null,"Stephen Chow, Wei Zhao, Yut Fei Wong",Shaolin Soccer.mp4,https://fzmovies.net/download1.php?fileID=311&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=311&section=3,https://server96.fzuploads.com/movies/Hollywood/Shaolin_Soccer/Shaolin_Soccer_high_(fzmovies.net).mp4,https://server86.fzuploads.com/movies/Hollywood/Shaolin_Soccer/Shaolin_Soccer_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/Shaolin_Soccer/Shaolin_Soccer_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/Shaolin_Soccer/Shaolin_Soccer_high_(fzmovies.net).mp4,Shaolin Soccer,2001
Frozen (2013),https://fzmovies.net/movie-Frozen--hmp4.htm,"Fearless optimist Anna teams up with Kristoff in an epic journey, encountering Everest-like conditions, and a hilarious snowman named Olaf in a race to find Anna's sister Elsa, whose icy powers have trapped the kingdom in eternal winter.",https://fzmovies.net/imdb_images/ Frozen.2013.jpg,,Animation,Adventure,Comedy,null,"Kristen Bell, Josh Gad, Idina Menzel",Frozen_BluRay_high.mp4,https://fzmovies.net/download1.php?fileID=9242&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=9242&section=3,https://server86.fzuploads.com/movies/Hollywood/ Frozen.2013/Frozen_(2013)_BluRay_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/ Frozen.2013/Frozen_(2013)_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/ Frozen.2013/Frozen_(2013)_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/ Frozen.2013/Frozen_(2013)_BluRay_high_(fzmovies.net).mp4,Frozen,2013
Justice League vs Teen Titans (2016),https://fzmovies.net/movie-Justice%20League%20vs%20Teen%20Titans--hmp4.htm,Robin is sent to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.,https://fzmovies.net/imdb_images/Justice.League.vs.Teen.Titans.2016.jpg,Sam Liu,Animation,Action,null,null,"Rosario Dawson, Christopher Gorham, Shemar Moore",Justice_League_vs_Teen_Titans_BluRay_high.mp4,https://fzmovies.net/download1.php?fileID=6237&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=6237&section=3,https://server86.fzuploads.com/movies/Hollywood/Justice.League.vs.Teen.Titans.2016/Justice_League_vs_Teen_Titans_(2016)_BluRay_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/Justice.League.vs.Teen.Titans.2016/Justice_League_vs_Teen_Titans_(2016)_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/Justice.League.vs.Teen.Titans.2016/Justice_League_vs_Teen_Titans_(2016)_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/Justice.League.vs.Teen.Titans.2016/Justice_League_vs_Teen_Titans_(2016)_BluRay_high_(fzmovies.net).mp4,Justice League vs Teen Titans,2016
The Notebook (2004),https://fzmovies.net/movie-The%20Notebook--hmp4.htm,"The movie focuses on an old man reading a story to an old woman in a nursing home. The story he reads follows two young lovers named Allie Hamilton and Noah Calhoun, who meet one evening at a carnival. But they are separated by Allie's parents who dissaprove of Noah's unwealthy family, and move Allie away. After waiting for Noah to write her for several years, Allie meets and gets engaged to a handsome young soldier named Lon. Allie, then, with her love for Noah still alive, stops by Noah's 200-year-old home that he restored for her, ""to see if he's okay"". It is evident that they still have feelings for each other, and Allie has to choose between her fiancé and her first love.",https://fzmovies.net/imdb_images/The_Notebook_(2004).jpg,Nick Cassavetes,Drama,Romance,,null,"Tim Ivey, Starletta DuPois, James Garner, Gena Rowlands, Sam Shepard, Anthony-Michael Q. Thomas, Joan Allen, Ed Grady, Renée Amber, Jennifer Echols, Geoffrey Knight, Kevin Connolly, Ryan Gosling, Heather Wahlquist, Rachel McAdams, Andrew Schaff, Matt Shelly, Michael D. Fuller, Jonathan Parks Jordan, Leslea Fisher, Jude Kitchens, David Thornton, Tim O'Brien, Meredith O'Brien, Cullen Moss, Traci Dinwiddie, Pat Leonard, Kweli Leapart, James Middleton, Frederick Bingham, Daniel Czekalski, Peter Rosenfeld, Bradley D. Capshaw, James Scott Deaton, James Marsden, Eve Kagan, Stephanie Wheeler, Erin Guzowski, Obba Babatundé, Chuck Pacheco, John Cundari, Hugh Robertson, Robert Washington, Todd Lewis, Mark Johnson, Robert Fraisse, Barbara Weetman, Daniel Chamblin, Sasha Azevedo, Jamie Anne Allman, Robert Ivey, Rebecca Koon, Sandra W. Van Natta, Deborah Hobart, Lindy Newton, Sherril M. Turner, Sylvia Jefferies, Mark Garner, Scott Ritenour, Milton Buras, Elizabeth Bond, Matthew Barry, Nancy De Mayo, Meredith Zealy, Julianne Keller Lewis, Madison Wayne Ellis, Riley Novak, Ronald Betts, David Abrams, Patricia Buckley-Moss, Jonathan Dickson, Taylor Engel, Bob Forrest, Paul Johansson, Michael L. Nesbitt, Adam Sumner, Bruce Williamson,",The_Notebook_BluRay_high.mp4,https://fzmovies.net/download1.php?fileID=2155&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=2155&section=3,https://server86.fzuploads.com/movies/Hollywood/The_Notebook_(2004)/The_Notebook_(2004)_BluRay_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/The_Notebook_(2004)/The_Notebook_(2004)_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/The_Notebook_(2004)/The_Notebook_(2004)_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/The_Notebook_(2004)/The_Notebook_(2004)_BluRay_high_(fzmovies.net).mp4,The Notebook,2004
Olympus Has Fallen (2013),https://fzmovies.net/movie-Olympus%20Has%20Fallen--hmp4.htm,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As our national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",https://fzmovies.net/imdb_images/Olympus.Has.Fallen.2013.jpg,Antoine Fuqua,Action,Thriller,null,null,"Gerard Butler, Aaron Eckhart, Finley Jacobsen, Dylan McDermott, Rick Yune, Morgan Freeman, Angela Bassett, Melissa Leo",Olympus_Has_Fallen_BluRay_high.mp4,https://fzmovies.net/download1.php?fileID=9717&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=9717&section=3,https://server86.fzuploads.com/movies/Hollywood/Olympus.Has.Fallen.2013/Olympus_Has_Fallen_(2013)_BluRay_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/Olympus.Has.Fallen.2013/Olympus_Has_Fallen_(2013)_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/Olympus.Has.Fallen.2013/Olympus_Has_Fallen_(2013)_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/Olympus.Has.Fallen.2013/Olympus_Has_Fallen_(2013)_BluRay_high_(fzmovies.net).mp4,Olympus Has Fallen,2013
5ive Girls (2005),https://fzmovies.net/movie-5ive%20Girls--hmp4.htm,"In St. Marks catholic boarding school for girls, the religious student Elizabeth is attacked by evil forces and disappears from the classroom and the impotent Father Drake is incapable of saving her. The school is closed and five years later it is reopened. Five troubled unwanted girls - Alex, Mara, the blind Cecilia, Leah and Connie - are left by their family in the institution, severely directed by the headmistress Miss Pearce with hands of iron. Father Drake is their teacher and the girls are forbidden to go to the mysterious third floor. When Alex has visions of the possessed Elizabeth, weird things happen in the spot and the girls have to fight against a legion of two thousand demons.",https://fzmovies.net/imdb_images/5ive_Girls.jpg,Warren P. Sonoda,Horror,Thriller,,null,"Ron Perlman, Jennifer Miller, Jordan Madley, Terra Vnesa, Barbara Mamabolo, Tasha May, Amy Lalonde, Krysta Carter, James Kidnie, Richard Alan Campbell,",5ive_Girls_BluRay_high.mp4,https://fzmovies.net/download1.php?fileID=1520&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=1520&section=3,https://server96.fzuploads.com/movies/Hollywood/5ive_Girls/5ive_Girls_(2006)_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/5ive_Girls/5ive_Girls_(2006)_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/5ive_Girls/5ive_Girls_(2006)_BluRay_high_(fzmovies.net).mp4,https://server86.fzuploads.com/movies/Hollywood/5ive_Girls/5ive_Girls_(2006)_BluRay_high_(fzmovies.net).mp4,5ive Girls,2005
Finding Dory (2016),https://fzmovies.net/movie-Finding%20Dory--hmp4.htm,"The friendly-but-forgetful blue tang fish begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.",https://fzmovies.net/imdb_images/Finding.Dory.2016.jpg,Andrew Stanton,Animation,Adventure,Comedy,null,"Ellen DeGeneres, Albert Brooks, Ed O'Neill",Finding_Dory_BluRay_high.mp4,https://fzmovies.net/download1.php?fileID=9539&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=9539&section=3,https://server86.fzuploads.com/movies/HollywoodN/Finding.Dory.2016/Finding_Dory_(2016)_BluRay_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/HollywoodN/Finding.Dory.2016/Finding_Dory_(2016)_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/HollywoodN/Finding.Dory.2016/Finding_Dory_(2016)_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/HollywoodN/Finding.Dory.2016/Finding_Dory_(2016)_BluRay_high_(fzmovies.net).mp4,Finding Dory,2016
Lucy (2014),https://fzmovies.net/movie-Lucy--hmp4.htm,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",https://fzmovies.net/imdb_images/Lucy.2014.jpg,,Action,Sci-Fi,Thriller,null,"Scarlett Johansson, Morgan Freeman, Min-sik Choi",Lucy_BRRip_high.mp4,https://fzmovies.net/download1.php?fileID=4484&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=4484&section=3,https://server86.fzuploads.com/movies/Hollywood/Lucy.2014/Lucy_(2014)_BRRip_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/Lucy.2014/Lucy_(2014)_BRRip_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/Lucy.2014/Lucy_(2014)_BRRip_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/Lucy.2014/Lucy_(2014)_BRRip_high_(fzmovies.net).mp4,Lucy,2014
Scary MoVie 5 (2013),https://fzmovies.net/movie-Scary%20MoVie%205--hmp4.htm,"Happily-married couple Dan and Jody begin to notice some bizarre activity once they bring their newborn baby Aiden home from the hospital. But when the chaos expands into Jody's job as a ballet dancer and Dan's career as an Ape researcher, they realize their family is being stalked by a nefarious demon. Together, with the advice of certified experts and the aid of numerous cameras, they must figure out how to get rid of it before it's too late.",https://fzmovies.net/imdb_images/Scary.Movie.5.2013.jpg,Malcolm D. Lee,Comedy,null,null,null,"Ashley Tisdale, Simon Rex, Erica Ash, Katrina Bowden, Katt Williams, Terry Crews, Gracie Whitton",Scary_MoVie_5_BRRip_high.mp4,https://fzmovies.net/download1.php?fileID=3613&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=3613&section=3,https://server86.fzuploads.com/movies/Hollywood/Scary.Movie.5.2013/Scary_MoVie_5_(2013)_BRRip_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/Scary.Movie.5.2013/Scary_MoVie_5_(2013)_BRRip_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/Scary.Movie.5.2013/Scary_MoVie_5_(2013)_BRRip_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/Scary.Movie.5.2013/Scary_MoVie_5_(2013)_BRRip_high_(fzmovies.net).mp4,Scary MoVie 5,2013
Central Intelligence (2016),https://fzmovies.net/movie-Central%20Intelligence--hmp4.htm,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",https://fzmovies.net/imdb_images/Central.Intelligence.2016.jpg,Rawson Marshall Thurber,Action,Comedy,Crime,null,"Dwayne Johnson, Kevin Hart, Danielle Nicolet",Central_Intelligence_BluRay_high.mp4,https://fzmovies.net/download1.php?fileID=8620&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=8620&section=3,https://server96.fzuploads.com/movies/HollywoodN/Central.Intelligence.2016/Central_Intelligence_(2016)_BluRay_high_(fzmovies.net).mp4,https://server86.fzuploads.com/movies/HollywoodN/Central.Intelligence.2016/Central_Intelligence_(2016)_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/HollywoodN/Central.Intelligence.2016/Central_Intelligence_(2016)_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/HollywoodN/Central.Intelligence.2016/Central_Intelligence_(2016)_BluRay_high_(fzmovies.net).mp4,Central Intelligence,2016
Total Recall (2012),https://fzmovies.net/movie-Total%20Recall--hmp4.htm,"For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man as he finds himself on the run from the police.",https://fzmovies.net/imdb_images/Total_Recall_(2012).jpg,Len Wiseman,Action,Adventure,Sci-Fi,Thriller,"Colin Farrell, Kate Beckinsale, Jessica Biel, Bryan Cranston, Bokeem Woodbine, Bill Nighy, John Cho, Will Yun Lee, Milton Barnes, James McGowan, Natalie Lisinska, Michael Therriault, Stephen MacDonald, Mishael Morgan, LinLyn Lue, Dylan Smith, Andrew Moodie, Kaitlyn Leeb, Leo Guiyab, Nykeem Provo, Steve Byers, Danny Waugh, Geoffrey Pounsett, Jesse Bond, Warren Belle, Vincent Rother, Matthew Nette, Brooks Darnell, Brett Donahue, James Downing, Simon Sinn, Lisa Chandler, Miranda Jade, Shereen Airth, Philip Moran, Clive Ashborn, Emily Chang, Bill Coulter, Merella Fernandez, Alicia-Kay Markson, Brian Rodriguez, Leigh Folsom, Brian T. Delaney, Cam Clarke, Bridget Hoffman, Gregoire Akcelrod, Sean Baek, Mark Baldesarra, Sarah Colford, Dan Cristofori, Stephen Diego, Mika Emme, Will Ennis, Stephon Fuller, Currie Graham, Ethan Hawke, Dexter Howe, Phi Huynh, Despina Iossifidis, Adrian Jaworski, Tony Kelly, Camille Kennedy, Jay Kow, Johnny Larocque, Ryan Le Bar, Wing Lee, Kane Mahon, Justin Major, Sarah Marshall, Samuel Mekonnen, Teebone Mitchell, Shane Pollard, Morgane Slemp, Marc Andrew Smith, Jailar Tabugay, Kevin Tran, Denise Vasquez, Joe Vercillo, Filip Watermann, Amir Wilker,",Total_Recall_BluRay_high.mp4,https://fzmovies.net/download1.php?fileID=1887&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=1887&section=3,https://server86.fzuploads.com/movies/Hollywood/Total_Recall_(2012)/Total_Recall_(2012)_BluRay_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/Total_Recall_(2012)/Total_Recall_(2012)_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/Total_Recall_(2012)/Total_Recall_(2012)_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/Total_Recall_(2012)/Total_Recall_(2012)_BluRay_high_(fzmovies.net).mp4,Total Recall,2012
The Lost Legion (2014),https://fzmovies.net/movie-The%20Lost%20Legion--hmp4.htm,"Following the fall of the Roman Empire, a Roman woman plots to make her son the new Emperor and to fulfill the former glory of the city.",https://fzmovies.net/imdb_images/The.Lost.Legion.2014.jpg,,Action,Adventure,History,null,"Tom McKay, Michelle Lukes, Brian Caspe",The_Lost_Legion_BluRay_high.mp4,https://fzmovies.net/download1.php?fileID=9052&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=9052&section=3,https://server86.fzuploads.com/movies/Hollywood/The.Lost.Legion.2014/The_Lost_Legion_(2014)_BluRay_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/The.Lost.Legion.2014/The_Lost_Legion_(2014)_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/The.Lost.Legion.2014/The_Lost_Legion_(2014)_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/The.Lost.Legion.2014/The_Lost_Legion_(2014)_BluRay_high_(fzmovies.net).mp4,The Lost Legion,2014
Spectre (2015),https://fzmovies.net/movie-%20Spectre--hmp4.htm,"A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",https://fzmovies.net/imdb_images/Spectre.2015.jpg,Sam Mendes,"Action,Adventure,Thriller",null,null,null,,_Spectre_BluRay_high.mp4,https://fzmovies.net/download1.php?fileID=5610&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=5610&section=3,https://server86.fzuploads.com/movies/Hollywood/Spectre.2015/_Spectre_(2015)_BluRay_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/Spectre.2015/_Spectre_(2015)_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/Spectre.2015/_Spectre_(2015)_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/Spectre.2015/_Spectre_(2015)_BluRay_high_(fzmovies.net).mp4,Spectre,2015
The Matrix Reloaded (2003),https://fzmovies.net/movie-The%20Matrix%20Reloaded--hmp4.htm,"6 months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance. Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source. Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",https://fzmovies.net/imdb_images/The_Matrix_Reloaded_(2003).jpg,Andy WachowskiLana Wachowski,Action,Adventure,Sci-Fi,,,The Matrix Reloaded (2003) BRRIP.mp4,https://fzmovies.net/download1.php?fileID=669&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=669&section=3,https://server96.fzuploads.com/movies/Hollywood/The_Matrix_Reloaded_(2003)/The_Matrix_Reloaded_(2003)_BRRIP_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/The_Matrix_Reloaded_(2003)/The_Matrix_Reloaded_(2003)_BRRIP_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/The_Matrix_Reloaded_(2003)/The_Matrix_Reloaded_(2003)_BRRIP_high_(fzmovies.net).mp4,https://server86.fzuploads.com/movies/Hollywood/The_Matrix_Reloaded_(2003)/The_Matrix_Reloaded_(2003)_BRRIP_high_(fzmovies.net).mp4,The Matrix Reloaded,2003
A Haunted House (2013),https://fzmovies.net/movie-A%20Haunted%20House--hmp4.htm,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help.",https://fzmovies.net/imdb_images/A.Haunted.House.jpg,Michael Tiddes,Comedy,Horror,,null,"Marlon Wayans, Marlene Forte, Essence Atkins, David Koechner, Dave Sheridan, Nick Swardson, Alanna Ubach, Andrew Daly",A_Haunted_House_BluRay_high.mp4,https://fzmovies.net/download1.php?fileID=6548&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=6548&section=3,https://server86.fzuploads.com/movies/Hollywood/A.Haunted.House/A_Haunted_House_(2013)_BluRay_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/A.Haunted.House/A_Haunted_House_(2013)_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/A.Haunted.House/A_Haunted_House_(2013)_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/A.Haunted.House/A_Haunted_House_(2013)_BluRay_high_(fzmovies.net).mp4,A Haunted House,2013
Safe House (2012),https://fzmovies.net/movie-Safe%20House--hmp4.htm,"A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.",https://fzmovies.net/files/Hollywood/Safe_House/Safe_House_Poster.jpg,Daniel Espinosa,Action,Crime,Mystery,Thriller,"Denzel Washington, Ryan Reynolds, Robert Patrick",Safe House BluRay.mp4,https://fzmovies.net/download1.php?fileID=739&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=739&section=3,https://server86.fzuploads.com/movies/Hollywood/Safe_House/Safe_House_BluRay_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/Safe_House/Safe_House_BluRay_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/Safe_House/Safe_House_BluRay_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/Safe_House/Safe_House_BluRay_high_(fzmovies.net).mp4,Safe House,2012
