movie,desc,rating,genres,casts,season,name,episode_link,movie_image-src,mp4_link-href,3gp_link-href
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 06,Supernatural,Episode 14,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2716,http://o2tvseries.com/Supernatural-2/Season-06/Episode-14/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 04,2 Broke Girls,Episode 21,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/15468,http://o2tvseries.com/2-Broke-Girls-1/Season-04/Episode-21/index.html#
This Is Us,"A group of people born on the same day, including Rebecca (Moore) and Jack (Ventimiglia), a married couple expecting triplets in Pittsburgh, and Kevin (Hartley), a handsome television actor growing bored of his fly bachelor lifestyle.",4.53,null,"Mandy Moore, Milo Ventimiglia, Sterling K. Brown",Season 01,This Is Us,Episode 17,http://o2tvseries.com/res/tv_serials/178.jpg,http://o2tvseries.com/download/29721,http://o2tvseries.com/download/29720
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 03,24,Episode 15,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6718,http://o2tvseries.com/24-1/Season-03/Episode-15/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 04,24,Episode 20,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6776,http://o2tvseries.com/24-1/Season-04/Episode-20/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 08,24,Episode 22,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6972,http://o2tvseries.com/24-1/Season-08/Episode-22/index.html#
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,null,"Chris Geere, Aya Cash, Desmin Borges",Season 03,Youre the Worst,Episode 08,http://o2tvseries.com/res/tv_serials/104.jpg,http://o2tvseries.com/download/20692,http://o2tvseries.com/download/20691
Witches of East End,"Centers on the adventures of a mother and her two adult daughters, both of whom unknowingly are their family's next generation of witches, who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of North Hampton. When one of the daughters becomes engaged to a young, wealthy newcomer, a series of events forces her mother to admit to her daughters they are, in fact, powerful and immortal witches.",4.8,null,"Julia Ormond, Jenna Dewan-Tatum, Rachel Boston",Season 01,Witches of East End,Episode 03,http://o2tvseries.com/res/tv_serials/51.jpg,http://o2tvseries.com/download/10306,http://o2tvseries.com/Witches-of-East-End/Season-01/Episode-03/index.html#
War and Peace,"A story that revolves around five aristocratic families, set during the reign of Alexander I, and centered on the love triangle between Natasha Rostova, Pierre Bezukhov, and Andrei Bolkonsky.",4.66,null,"Aneurin Barnard, Jessie Buckley, Paul Dano",Season 01,War and Peace,Episode 04,http://o2tvseries.com/res/tv_serials/159.jpg,http://o2tvseries.com/download/17562,http://o2tvseries.com/War-and-Peace/Season-01/Episode-04/index.html#
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,null,"Aaron Stanford, Amanda Schull, Noah Bean",Season 02,12 Monkeys,Episode 09,http://o2tvseries.com/res/tv_serials/124.jpg,http://o2tvseries.com/download/19120,http://o2tvseries.com/12-Monkeys/Season-02/Episode-09/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 02,Vikings,Episode 01,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/11600,http://o2tvseries.com/Vikings-2/Season-02/Episode-01/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 01,2 Broke Girls,Episode 22,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/10100,http://o2tvseries.com/2-Broke-Girls-1/Season-01/Episode-22/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 03,Supernatural,Episode 09,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2586,http://o2tvseries.com/Supernatural-2/Season-03/Episode-09/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 03,Supernatural,Episode 14,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2596,http://o2tvseries.com/Supernatural-2/Season-03/Episode-14/index.html#
Vinyl,A New York music executive in the late 1970s hustles to make a career out of the citys diverse music scene.,4.54,null,"Bobby Cannavale, Olivia Wilde, Ray Romano",Season 01,Vinyl,Episode 04,http://o2tvseries.com/res/tv_serials/168.jpg,http://o2tvseries.com/download/28022,http://o2tvseries.com/Vinyl-1/Season-01/Episode-04/index.html#
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,null,"James Wolk, Kristen Connolly, Nonso Anozie",Season 02,Zoo,Episode 09,http://o2tvseries.com/res/tv_serials/145.jpg,http://o2tvseries.com/download/19525,http://o2tvseries.com/Zoo/Season-02/Episode-09/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 01,Supernatural,Episode 19,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2518,http://o2tvseries.com/Supernatural-2/Season-01/Episode-19/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 04,White Collar,Episode 13,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/9524,http://o2tvseries.com/White-Collar/Season-04/Episode-13/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 03,Scandal,Episode 12,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/11680,http://o2tvseries.com/Scandal/Season-03/Episode-12/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 04,White Collar,Episode 14,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/9526,http://o2tvseries.com/White-Collar/Season-04/Episode-14/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 09,24,Episode 04,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/12396,http://o2tvseries.com/24-1/Season-09/Episode-04/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 04,Scandal,Episode 17,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/14976,http://o2tvseries.com/Scandal/Season-04/Episode-17/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 02,2 Broke Girls,Episode 17,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/10136,http://o2tvseries.com/2-Broke-Girls-1/Season-02/Episode-17/index.html#
24 Legacy,"A military hero who returns to the U.S. with a whole lot of trouble following him back. With nowhere else to turn, the man asks CTU to help him save his life while also stopping one of the largest-scale terror attacks on American soil.",4.96,null,"Corey Hawkins, Miranda Otto, Charlie Hofheimer",Season 01,24 Legacy,Episode 03,http://o2tvseries.com/res/tv_serials/202.jpg,http://o2tvseries.com/download/29340,http://o2tvseries.com/download/29339
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,null,"James Wolk, Kristen Connolly, Nonso Anozie",Season 02,Zoo,Episode 06,http://o2tvseries.com/res/tv_serials/145.jpg,http://o2tvseries.com/download/19424,http://o2tvseries.com/Zoo/Season-02/Episode-06/index.html#
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 03,The Flash,Episode 15,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/29724,http://o2tvseries.com/download/29723
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 05,2 Broke Girls,Episode 13,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/17938,http://o2tvseries.com/2-Broke-Girls-1/Season-05/Episode-13/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 08,24,Episode 16,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6960,http://o2tvseries.com/24-1/Season-08/Episode-16/index.html#
The Magicians,A smart young man attends a college of magic in New York.,4.82,null,"Jade Tailor, Jason Ralph, Olivia Taylor Dudley",Season 01,The Magicians,Episode 11,http://o2tvseries.com/res/tv_serials/158.jpg,http://o2tvseries.com/download/18326,http://o2tvseries.com/The-Magicians/Season-01/Episode-11/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 04,24,Episode 16,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6768,http://o2tvseries.com/24-1/Season-04/Episode-16/index.html#
Witches of East End,"Centers on the adventures of a mother and her two adult daughters, both of whom unknowingly are their family's next generation of witches, who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of North Hampton. When one of the daughters becomes engaged to a young, wealthy newcomer, a series of events forces her mother to admit to her daughters they are, in fact, powerful and immortal witches.",4.8,null,"Julia Ormond, Jenna Dewan-Tatum, Rachel Boston",Season 02,Witches of East End,Episode 13 - Season Finale,http://o2tvseries.com/res/tv_serials/51.jpg,http://o2tvseries.com/download/13344,http://o2tvseries.com/Witches-of-East-End/Season-02/Episode-13-Season-Finale/index.html#
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,null,"Chris Geere, Aya Cash, Desmin Borges",Season 03,Youre the Worst,Episode 04,http://o2tvseries.com/res/tv_serials/104.jpg,http://o2tvseries.com/download/19813,http://o2tvseries.com/download/19812
24 Legacy,"A military hero who returns to the U.S. with a whole lot of trouble following him back. With nowhere else to turn, the man asks CTU to help him save his life while also stopping one of the largest-scale terror attacks on American soil.",4.96,null,"Corey Hawkins, Miranda Otto, Charlie Hofheimer",Season 01,24 Legacy,Episode 02,http://o2tvseries.com/res/tv_serials/202.jpg,http://o2tvseries.com/download/29337,http://o2tvseries.com/download/29336
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 09,24,Episode 12 - Season Finale,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/12850,http://o2tvseries.com/24-1/Season-09/Episode-12-Season-Finale/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 02,2 Broke Girls,Episode 21,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/10144,http://o2tvseries.com/2-Broke-Girls-1/Season-02/Episode-21/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 06,Supernatural,Episode 13,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2714,http://o2tvseries.com/Supernatural-2/Season-06/Episode-13/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 01,Scandal,Episode 07,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/10178,http://o2tvseries.com/Scandal/Season-01/Episode-07/index.html#
Shadowhunters,"After her mother is kidnapped, Clary must venture into the dark world of demon hunting in order to find clues that can help her find her mother.",4.85,null,"Katherine McNamara, Dominic Sherwood, Alberto Rosende",Season 01,Shadowhunters,Episode 11,http://o2tvseries.com/res/tv_serials/163.jpg,http://o2tvseries.com/download/18274,http://o2tvseries.com/Shadowhunters/Season-01/Episode-11/index.html#
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,null,"Chris Geere, Aya Cash, Desmin Borges",Season 01,Youre the Worst,Episode 03,http://o2tvseries.com/res/tv_serials/104.jpg,http://o2tvseries.com/download/13082,http://o2tvseries.com/Youre-the-Worst-1/Season-01/Episode-03/index.html#
Vinyl,A New York music executive in the late 1970s hustles to make a career out of the citys diverse music scene.,4.54,null,"Bobby Cannavale, Olivia Wilde, Ray Romano",Season 01,Vinyl,Episode 10 - Season Finale,http://o2tvseries.com/res/tv_serials/168.jpg,http://o2tvseries.com/download/18554,http://o2tvseries.com/Vinyl-1/Season-01/Episode-10-Season-Finale/index.html#
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,null,"Aaron Stanford, Amanda Schull, Noah Bean",Season 01,12 Monkeys,Episode 05,http://o2tvseries.com/res/tv_serials/124.jpg,http://o2tvseries.com/download/14518,http://o2tvseries.com/12-Monkeys/Season-01/Episode-05/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 07,24,Episode 21,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6922,http://o2tvseries.com/24-1/Season-07/Episode-21/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 07,Supernatural,Episode 20,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2772,http://o2tvseries.com/Supernatural-2/Season-07/Episode-20/index.html#
The Good Fight,"The trials and tribulations of partner Diane Lockhart, of the legal firm Stern, Lockhart and Gardner.",4.66,null,"Christine Baranski, Justin Bartha, Cush Jumbo",Season 01,The Good Fight,Episode 03,http://o2tvseries.com/res/tv_serials/204.jpg,http://o2tvseries.com/download/29556,http://o2tvseries.com/download/29555
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 01,2 Broke Girls,Episode 16,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/10088,http://o2tvseries.com/2-Broke-Girls-1/Season-01/Episode-16/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 05,White Collar,Episode 08,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/11100,http://o2tvseries.com/White-Collar/Season-05/Episode-08/index.html#
The Magicians,A smart young man attends a college of magic in New York.,4.82,null,"Jade Tailor, Jason Ralph, Olivia Taylor Dudley",Season 02,The Magicians,Episode 01,http://o2tvseries.com/res/tv_serials/158.jpg,http://o2tvseries.com/download/27781,http://o2tvseries.com/download/27780
Witches of East End,"Centers on the adventures of a mother and her two adult daughters, both of whom unknowingly are their family's next generation of witches, who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of North Hampton. When one of the daughters becomes engaged to a young, wealthy newcomer, a series of events forces her mother to admit to her daughters they are, in fact, powerful and immortal witches.",4.8,null,"Julia Ormond, Jenna Dewan-Tatum, Rachel Boston",Season 02,Witches of East End,Episode 05,http://o2tvseries.com/res/tv_serials/51.jpg,http://o2tvseries.com/download/12958,http://o2tvseries.com/Witches-of-East-End/Season-02/Episode-05/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 01,Supernatural,Episode 17,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2514,http://o2tvseries.com/Supernatural-2/Season-01/Episode-17/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 04,24,Episode 23,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6782,http://o2tvseries.com/24-1/Season-04/Episode-23/index.html#
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,null,"Aaron Stanford, Amanda Schull, Noah Bean",Season 02,12 Monkeys,Episode 07,http://o2tvseries.com/res/tv_serials/124.jpg,http://o2tvseries.com/download/19038,http://o2tvseries.com/12-Monkeys/Season-02/Episode-07/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 07,24,Episode 20,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6920,http://o2tvseries.com/24-1/Season-07/Episode-20/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 02,Supernatural,Episode 22,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2568,http://o2tvseries.com/Supernatural-2/Season-02/Episode-22/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 06,24,Episode 17,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6866,http://o2tvseries.com/24-1/Season-06/Episode-17/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 04,24,Episode 21,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6778,http://o2tvseries.com/24-1/Season-04/Episode-21/index.html#
Witches of East End,"Centers on the adventures of a mother and her two adult daughters, both of whom unknowingly are their family's next generation of witches, who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of North Hampton. When one of the daughters becomes engaged to a young, wealthy newcomer, a series of events forces her mother to admit to her daughters they are, in fact, powerful and immortal witches.",4.8,null,"Julia Ormond, Jenna Dewan-Tatum, Rachel Boston",Season 01,Witches of East End,Episode 06,http://o2tvseries.com/res/tv_serials/51.jpg,http://o2tvseries.com/download/10776,http://o2tvseries.com/Witches-of-East-End/Season-01/Episode-06/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 08,Supernatural,Episode 21,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2820,http://o2tvseries.com/Supernatural-2/Season-08/Episode-21/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 05,24,Episode 23,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6830,http://o2tvseries.com/24-1/Season-05/Episode-23/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,Action,"Travis Fimmel, Katheryn Winnick, Clive Standen",,,,http://o2tvseries.com/res/tv_serials/18.jpg,,
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 05,24,Episode 18,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6820,http://o2tvseries.com/24-1/Season-05/Episode-18/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 03,Vikings,Episode 09,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/15206,http://o2tvseries.com/Vikings-2/Season-03/Episode-09/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 05,Supernatural,Episode 16,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2676,http://o2tvseries.com/Supernatural-2/Season-05/Episode-16/index.html#
