movie,desc,rating,genres,casts,season,name,episode_link,movie_image-src,mp4_link-href,3gp_link-href
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,null,"Aaron Stanford, Amanda Schull, Noah Bean",Season 02,12 Monkeys,Episode 11,http://o2tvseries.com/res/tv_serials/124.jpg,http://o2tvseries.com/download/19222,http://o2tvseries.com/12-Monkeys/Season-02/Episode-11/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 05,24,Episode 22,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6828,http://o2tvseries.com/24-1/Season-05/Episode-22/index.html#
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 02,The Flash,Episode 18,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/18600,http://o2tvseries.com/The-Flash-3/Season-02/Episode-18/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 03,White Collar,Episode 10,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/9486,http://o2tvseries.com/White-Collar/Season-03/Episode-10/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 03,2 Broke Girls,Episode 17,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/11552,http://o2tvseries.com/2-Broke-Girls-1/Season-03/Episode-17/index.html#
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,null,"Chris Geere, Aya Cash, Desmin Borges",Season 02,Youre the Worst,Episode 04,http://o2tvseries.com/res/tv_serials/104.jpg,http://o2tvseries.com/download/16404,http://o2tvseries.com/Youre-the-Worst-1/Season-02/Episode-04/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 03,2 Broke Girls,Episode 21,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/12080,http://o2tvseries.com/2-Broke-Girls-1/Season-03/Episode-21/index.html#
Westworld,A series inspired by the 1973 film of the same title written by Michael Crichton about a futuristic theme park populated by artificial beings.,4.78,Sci-Fi,"Anthony Hopkins, Ed Harris, Evan Rachel Wood",,,,,,
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 05,White Collar,Episode 04,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/10748,http://o2tvseries.com/White-Collar/Season-05/Episode-04/index.html#
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,Adventure,"Aaron Stanford, Amanda Schull, Noah Bean",,,,http://o2tvseries.com/res/tv_serials/124.jpg,,
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 02,Supernatural,Episode 15,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2554,http://o2tvseries.com/Supernatural-2/Season-02/Episode-15/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 08,24,Episode 18,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6964,http://o2tvseries.com/24-1/Season-08/Episode-18/index.html#
Witches of East End,"Centers on the adventures of a mother and her two adult daughters, both of whom unknowingly are their family's next generation of witches, who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of North Hampton. When one of the daughters becomes engaged to a young, wealthy newcomer, a series of events forces her mother to admit to her daughters they are, in fact, powerful and immortal witches.",4.8,null,"Julia Ormond, Jenna Dewan-Tatum, Rachel Boston",Season 01,Witches of East End,Episode 02,http://o2tvseries.com/res/tv_serials/51.jpg,http://o2tvseries.com/download/9850,http://o2tvseries.com/Witches-of-East-End/Season-01/Episode-02/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 02,White Collar,Episode 15,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/9464,http://o2tvseries.com/White-Collar/Season-02/Episode-15/index.html#
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,Action,"Grant Gustin, Candice Patton, Rick Cosnett",,,,,,
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,null,"Aaron Stanford, Amanda Schull, Noah Bean",Season 01,12 Monkeys,Episode 07,http://o2tvseries.com/res/tv_serials/124.jpg,http://o2tvseries.com/download/14648,http://o2tvseries.com/12-Monkeys/Season-01/Episode-07/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 01,Supernatural,Episode 14,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2508,http://o2tvseries.com/Supernatural-2/Season-01/Episode-14/index.html#
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,null,"Aaron Stanford, Amanda Schull, Noah Bean",Season 01,12 Monkeys,Episode 12,http://o2tvseries.com/res/tv_serials/124.jpg,http://o2tvseries.com/download/15060,http://o2tvseries.com/12-Monkeys/Season-01/Episode-12/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 02,Scandal,Episode 13,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/10204,http://o2tvseries.com/Scandal/Season-02/Episode-13/index.html#
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,Adventure,"Grant Gustin, Candice Patton, Rick Cosnett",,,,,,
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 04,Vikings,Episode 14,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/25615,http://o2tvseries.com/download/25614
Witches of East End,"Centers on the adventures of a mother and her two adult daughters, both of whom unknowingly are their family's next generation of witches, who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of North Hampton. When one of the daughters becomes engaged to a young, wealthy newcomer, a series of events forces her mother to admit to her daughters they are, in fact, powerful and immortal witches.",4.8,null,"Julia Ormond, Jenna Dewan-Tatum, Rachel Boston",Season 02,Witches of East End,Episode 11,http://o2tvseries.com/res/tv_serials/51.jpg,http://o2tvseries.com/download/13264,http://o2tvseries.com/Witches-of-East-End/Season-02/Episode-11/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 06,24,Episode 22,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6876,http://o2tvseries.com/24-1/Season-06/Episode-22/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 02,24,Episode 17,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6674,http://o2tvseries.com/24-1/Season-02/Episode-17/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 03,2 Broke Girls,Episode 16,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/11392,http://o2tvseries.com/2-Broke-Girls-1/Season-03/Episode-16/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 04,2 Broke Girls,Episode 14,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/14778,http://o2tvseries.com/2-Broke-Girls-1/Season-04/Episode-14/index.html#
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,Drama,"James Wolk, Kristen Connolly, Nonso Anozie",,,,,,
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 01,The Flash,Episode 22,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/15492,http://o2tvseries.com/The-Flash-3/Season-01/Episode-22/index.html#
The Magicians,A smart young man attends a college of magic in New York.,4.82,null,"Jade Tailor, Jason Ralph, Olivia Taylor Dudley",Season 02,The Magicians,Episode 03,http://o2tvseries.com/res/tv_serials/158.jpg,http://o2tvseries.com/download/28529,http://o2tvseries.com/download/28528
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 01,24,Episode 19,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6630,http://o2tvseries.com/24-1/Season-01/Episode-19/index.html#
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 01,The Flash,Episode 15,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/14862,http://o2tvseries.com/The-Flash-3/Season-01/Episode-15/index.html#
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,null,"Aaron Stanford, Amanda Schull, Noah Bean",Season 01,12 Monkeys,Episode 09,http://o2tvseries.com/res/tv_serials/124.jpg,http://o2tvseries.com/download/14822,http://o2tvseries.com/12-Monkeys/Season-01/Episode-09/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 05,Supernatural,Episode 20,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2684,http://o2tvseries.com/Supernatural-2/Season-05/Episode-20/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 06,White Collar,Episode 06,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/14082,http://o2tvseries.com/White-Collar/Season-06/Episode-06/index.html#
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,null,"James Wolk, Kristen Connolly, Nonso Anozie",Season 01,Zoo,Episode 06,http://o2tvseries.com/res/tv_serials/145.jpg,http://o2tvseries.com/download/16104,http://o2tvseries.com/Zoo/Season-01/Episode-06/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 01,Vikings,Episode 08,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/4820,http://o2tvseries.com/Vikings-2/Season-01/Episode-08/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 10,Supernatural,Episode 14,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/14548,http://o2tvseries.com/Supernatural-2/Season-10/Episode-14/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 02,Vikings,Episode 08,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/12108,http://o2tvseries.com/Vikings-2/Season-02/Episode-08/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 01,Vikings,Episode 03,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/4810,http://o2tvseries.com/Vikings-2/Season-01/Episode-03/index.html#
24 Legacy,"A military hero who returns to the U.S. with a whole lot of trouble following him back. With nowhere else to turn, the man asks CTU to help him save his life while also stopping one of the largest-scale terror attacks on American soil.",4.96,null,"Corey Hawkins, Miranda Otto, Charlie Hofheimer",Season 01,24 Legacy,Episode 05,http://o2tvseries.com/res/tv_serials/202.jpg,http://o2tvseries.com/download/29562,http://o2tvseries.com/download/29561
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 10,Supernatural,Episode 15,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/14866,http://o2tvseries.com/Supernatural-2/Season-10/Episode-15/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 02,Vikings,Episode 03,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/11826,http://o2tvseries.com/Vikings-2/Season-02/Episode-03/index.html#
Witches of East End,"Centers on the adventures of a mother and her two adult daughters, both of whom unknowingly are their family's next generation of witches, who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of North Hampton. When one of the daughters becomes engaged to a young, wealthy newcomer, a series of events forces her mother to admit to her daughters they are, in fact, powerful and immortal witches.",4.8,null,"Julia Ormond, Jenna Dewan-Tatum, Rachel Boston",Season 01,Witches of East End,Episode 01,http://o2tvseries.com/res/tv_serials/51.jpg,http://o2tvseries.com/download/9704,http://o2tvseries.com/Witches-of-East-End/Season-01/Episode-01/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 10,Supernatural,Episode 18,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/15190,http://o2tvseries.com/Supernatural-2/Season-10/Episode-18/index.html#
24 Legacy,"A military hero who returns to the U.S. with a whole lot of trouble following him back. With nowhere else to turn, the man asks CTU to help him save his life while also stopping one of the largest-scale terror attacks on American soil.",4.96,null,"Corey Hawkins, Miranda Otto, Charlie Hofheimer",Season 01,24 Legacy,Episode 04,http://o2tvseries.com/res/tv_serials/202.jpg,http://o2tvseries.com/download/29361,http://o2tvseries.com/download/29360
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 02,24,Episode 20,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6680,http://o2tvseries.com/24-1/Season-02/Episode-20/index.html#
Witches of East End,"Centers on the adventures of a mother and her two adult daughters, both of whom unknowingly are their family's next generation of witches, who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of North Hampton. When one of the daughters becomes engaged to a young, wealthy newcomer, a series of events forces her mother to admit to her daughters they are, in fact, powerful and immortal witches.",4.8,null,"Julia Ormond, Jenna Dewan-Tatum, Rachel Boston",Season 02,Witches of East End,Episode 06,http://o2tvseries.com/res/tv_serials/51.jpg,http://o2tvseries.com/download/13000,http://o2tvseries.com/Witches-of-East-End/Season-02/Episode-06/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 01,2 Broke Girls,Episode 19,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/10094,http://o2tvseries.com/2-Broke-Girls-1/Season-01/Episode-19/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 01,24,Episode 20,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6632,http://o2tvseries.com/24-1/Season-01/Episode-20/index.html#
24 Legacy,"A military hero who returns to the U.S. with a whole lot of trouble following him back. With nowhere else to turn, the man asks CTU to help him save his life while also stopping one of the largest-scale terror attacks on American soil.",4.96,Action,"Corey Hawkins, Miranda Otto, Charlie Hofheimer",,,,,,
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 07,24,Episode 24,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6928,http://o2tvseries.com/24-1/Season-07/Episode-24/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 08,Supernatural,Episode 17,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2812,http://o2tvseries.com/Supernatural-2/Season-08/Episode-17/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 05,2 Broke Girls,Episode 17,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/18442,http://o2tvseries.com/2-Broke-Girls-1/Season-05/Episode-17/index.html#
Wayward Pines,"A Secret Service agent goes to Wayward Pines, Idaho, in search of two federal agents who have gone missing in the bucolic town. He soon learns that he may never get out of Wayward Pines alive.",4.79,null,"Matt Dillon, Carla Gugino, Toby Jones",Season 01,Wayward Pines,Episode 10 - Season Finale,http://o2tvseries.com/res/tv_serials/134.jpg,http://o2tvseries.com/download/16014,http://o2tvseries.com/Wayward-Pines/Season-01/Episode-10-Season-Finale/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 05,Supernatural,Episode 13,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2670,http://o2tvseries.com/Supernatural-2/Season-05/Episode-13/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 04,Supernatural,Episode 18,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2636,http://o2tvseries.com/Supernatural-2/Season-04/Episode-18/index.html#
The Magicians,A smart young man attends a college of magic in New York.,4.82,null,"Jade Tailor, Jason Ralph, Olivia Taylor Dudley",Season 01,The Magicians,Episode 07,http://o2tvseries.com/res/tv_serials/158.jpg,http://o2tvseries.com/download/17988,http://o2tvseries.com/The-Magicians/Season-01/Episode-07/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 08,Supernatural,Episode 18,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2814,http://o2tvseries.com/Supernatural-2/Season-08/Episode-18/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 02,24,Episode 19,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6678,http://o2tvseries.com/24-1/Season-02/Episode-19/index.html#
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 03,The Flash,Episode 14,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/29589,http://o2tvseries.com/download/29588
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,Drama,"Kerry Washington, Columbus Short, Darby Stanchfield",,,,,,
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 03,The Flash,Episode 12,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/28508,http://o2tvseries.com/download/28507
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 03,Scandal,Episode 11,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/11596,http://o2tvseries.com/Scandal/Season-03/Episode-11/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 07,Supernatural,Episode 17,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2766,http://o2tvseries.com/Supernatural-2/Season-07/Episode-17/index.html#
24 Legacy,"A military hero who returns to the U.S. with a whole lot of trouble following him back. With nowhere else to turn, the man asks CTU to help him save his life while also stopping one of the largest-scale terror attacks on American soil.",4.96,Drama,"Corey Hawkins, Miranda Otto, Charlie Hofheimer",,,,,,
Shadowhunters,"After her mother is kidnapped, Clary must venture into the dark world of demon hunting in order to find clues that can help her find her mother.",4.85,null,"Katherine McNamara, Dominic Sherwood, Alberto Rosende",Season 02,Shadowhunters,Episode 01,http://o2tvseries.com/res/tv_serials/163.jpg,http://o2tvseries.com/download/26436,http://o2tvseries.com/download/26435
Witches of East End,"Centers on the adventures of a mother and her two adult daughters, both of whom unknowingly are their family's next generation of witches, who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of North Hampton. When one of the daughters becomes engaged to a young, wealthy newcomer, a series of events forces her mother to admit to her daughters they are, in fact, powerful and immortal witches.",4.8,Fantasy,"Julia Ormond, Jenna Dewan-Tatum, Rachel Boston",,,,,,
