series,series-href,season,season-href,name,episodes,episode_link,episodes-href,movie_image-src,rating,desc,casts,genres,contd,contd-href,first_Link,first_Link-href,second_link,second_link-href,third_link,third_link-href
Pretty Little Liars,https://fztvseries.mobi/subfolder-Pretty%20Little%20Liars.htm,Season 7,https://fztvseries.mobi/files-Pretty%20Little%20Liars--5448.htm,Pretty Little Liars,Pretty Little Liars - S07E08 - Exes and OMGs.avi,Episode 14 ,https://fztvseries.mobi/episode.php?fileid=62931,http://o2tvseries.com/res/tv_serials/33.jpg,4.82,"Four friends band together against an anonymous foe who threatens to reveal their darkest secrets, whilst unraveling the mystery of the murder of their best friend.","Troian Bellisario, Ashley Benson, Lucy Hale","Drama, Mystery, Thriller",Click here for the download page,https://fztvseries.mobi/download.php?fileid=62931,Download Link,http://down1.fztvseries.mobi/videos/TVold/Pretty Little Liars/Season 7/Pretty_Little_Liars_-_S07E14_-_Power_Play.avi,Alternate Download Link,http://down2.fztvseries.mobi/videos/TVold/Pretty Little Liars/Season 7/Pretty_Little_Liars_-_S07E14_-_Power_Play.avi,Second Alternate Download Link,http://down1.fztvseries.mobi/videos/TVold/Pretty Little Liars/Season 7/Pretty_Little_Liars_-_S07E14_-_Power_Play.avi
